time,email,name,company,job_title,linkedin_url,website,bio,class,country,city,school,education_program,status,accessibility
2024-02-13 06:09:37,bram.wilson477@example.com,Bram Wilson,Netflix,,,,,V6C,Frankrijk,Twente,Erasmus University Rotterdam,Rechten,bezig met bachelors,Yes
2026-06-14 13:09:22,adamt478@example.com,Adam Thomas,PwC,Civil Engineer,,,,V6C,Nederland,Delft,Delft University of Technology,Bèta & Techniek,bezig met masters,Yes
2023-09-16 09:31:04,dylanb479@example.com,Dylan Brouwer,Philips,Claims Handler,https://linkedin.com/in/dylan-brouwer-479,,,V6B,Verenigde Staten,Twente,University of Twente,Talen & Cultuur,Afgestudeert vwo/havo,No
2026-01-21 09:57:12,eva.jones480@example.com,Eva Jones,Zelfstandig,Paralegal,https://linkedin.com/in/eva-jones-480,,,V6B,Nederland,Delft,Erasmus University Rotterdam,Computer Science,Afgestudeert vwo/havo,Yes
2026-08-01 19:49:25,tim.verhoeven481@example.com,Tim Verhoeven,Google,Account Manager,,,,V6B,Nederland,Eindhoven,University of Twente,Gezondheidszorg & Geneeskunde,bezig met bachelors,Yes
2026-03-17 23:38:14,william.vandenbroek482@example.com,William Van den Broek,,,https://linkedin.com/in/william-van-den-broek-482,,Passionate professional with a strong background in UX research. Currently working at a leading organization where I focus on advancing medical technology.,V6A,Engeland,Twente,Leiden University,Rechten,Afgestudeert vwo/havo,Yes
2025-02-27 16:45:25,vanderlinden.a483@example.com,Ahmed Van der Linden,,Doctor,,https://ahmedvanderlinden483.com,Creative problem-solver working as doctor at a leading organization. Graduated from Delft University of Technology in 2025.,V6B,Verenigde Staten,Amsterdam,Delft University of Technology,Bèta & Techniek,bezig met masters,No
2024-02-16 14:29:04,hoekstra.s484@example.com,Sem Hoekstra,DSM,Supply Chain Analyst,,,,V6C,Nederland,Twente,University of Twente,Talen & Cultuur,bezig met bachelors,No
2022-12-19 23:22:49,sofiaw485@example.com,Sofia Williams,Zelfstandig,Project Manager,,,Detail-oriented professional with a background in Rechten. Currently project manager at Zelfstandig.,V6B,Engeland,Delft,Vrije University Amsterdam,Rechten,Afgestudeert vwo/havo,No
2025-11-07 21:19:18,lopez.k486@example.com,Kevin Lopez,,,,https://kevinlopez486.com,,V6A,Nederland,Den Haag,Vrije University Amsterdam,Computer Science,Afgestudeert vwo/havo,Yes
2023-01-18 22:18:02,avab487@example.com,Ava Brouwer,Siemens,DevOps Engineer,https://linkedin.com/in/ava-brouwer-487,https://avabrouwer487.com,Detail-oriented professional with a background in Talen & Cultuur. Currently devops engineer at Siemens.,V6B,Duitsland,Eindhoven,Erasmus University Rotterdam,Talen & Cultuur,bezig met masters,Yes
2023-04-27 09:29:32,wilson.e488@example.com,Ella Wilson,,,,,Driven professional with expertise in business intelligence. Currently professional at a leading organization.,V6C,Verenigde Staten,Amsterdam,University of Twente,Economie & Business,Afgestudeert vwo/havo,Yes
2026-02-25 15:07:49,maud489@example.com,Maud Schouten,Tesla,Interpreter,https://linkedin.com/in/maud-schouten-489,,Recent graduate from Delft University of Technology with a degree in Gezondheidszorg & Geneeskunde. Now working as interpreter at Tesla.,V6A,Engeland,Twente,Delft University of Technology,Gezondheidszorg & Geneeskunde,bezig met masters,No
2022-09-06 14:53:12,rosav490@example.com,Rosa Van Driel,NN Group,Portfolio Manager,https://linkedin.com/in/rosa-van-driel-490,,,V6A,Nederland,Delft,Delft University of Technology,Bèta & Techniek,Afgestudeert vwo/havo,No
2025-11-10 07:54:14,thijsw491@example.com,Thijs Willems,,Data Scientist,https://linkedin.com/in/thijs-willems-491,,Detail-oriented professional with a background in Rechten. Currently data scientist at a leading organization.,V6A,Engeland,Amsterdam,Delft University of Technology,Rechten,bezig met masters,No
2024-09-23 16:07:10,tygo.willems492@example.com,Tygo Willems,,Logistics Coordinator,https://linkedin.com/in/tygo-willems-492,,"Experienced logistics coordinator dedicated to expanding market reach. Alumni of Vrije University Amsterdam, class of 2024.",V6C,Frankrijk,Eindhoven,Vrije University Amsterdam,Talen & Cultuur,bezig met bachelors,Yes
2025-04-18 02:51:23,pim.willems493@example.com,Pim Willems,,Operations Manager,,,Detail-oriented professional with a background in Talen & Cultuur. Currently operations manager at a leading organization.,V6C,Engeland,Twente,Erasmus University Rotterdam,Talen & Cultuur,bezig met bachelors,No
2026-01-05 03:40:53,eva494@example.com,Eva Van der Horst,,Financial Analyst,,,Creative problem-solver working as financial analyst at a leading organization. Graduated from Delft University of Technology in 2026.,V6A,Frankrijk,Amsterdam,Delft University of Technology,Computer Science,bezig met bachelors,No
2025-03-07 10:50:06,demi.rodriguez495@example.com,Demi Rodriguez,Fugro,,,,,V6C,Frankrijk,Delft,Erasmus University Rotterdam,Computer Science,bezig met masters,Yes
2024-03-23 17:55:06,dylan496@example.com,Dylan De Jong,,Supply Chain Analyst,https://linkedin.com/in/dylan-de-jong-496,,,V6B,Verenigde Staten,Eindhoven,Delft University of Technology,Gezondheidszorg & Geneeskunde,bezig met bachelors,No
2025-05-08 14:19:29,gonzalez.m497@example.com,Mehmet Gonzalez,Grontmij,,,,,V6A,Engeland,Eindhoven,Eindhoven University of Technology,Economie & Business,bezig met bachelors,Yes
2026-01-03 16:24:36,charlotte498@example.com,Charlotte Jansen,,Systems Administrator,https://linkedin.com/in/charlotte-jansen-498,,,V6A,Nederland,Eindhoven,Vrije University Amsterdam,Rechten,bezig met bachelors,Yes
2024-06-17 12:48:06,alis499@example.com,Ali Smits,Meta,Trader,,,,V6B,Nederland,Twente,University of Twente,Talen & Cultuur,Afgestudeert vwo/havo,Yes
2025-07-12 11:01:29,david.jacobs500@example.com,David Jacobs,Heineken,Investment Banker,,,,V6A,Verenigde Staten,Twente,University of Twente,Gezondheidszorg & Geneeskunde,Afgestudeert vwo/havo,No
2024-04-22 10:01:28,jensv501@example.com,Jens Van der Pol,Deloitte,,https://linkedin.com/in/jens-van-der-pol-501,,,V6A,Verenigde Staten,Amsterdam,University of Twente,Gezondheidszorg & Geneeskunde,bezig met bachelors,Yes
2026-07-15 02:05:30,jamesm502@example.com,James Mol,Consultant,Graphic Designer,,,Driven professional with expertise in product design. Currently graphic designer at Consultant.,V6C,Verenigde Staten,Twente,Erasmus University Rotterdam,Talen & Cultuur,bezig met masters,Yes
2023-06-15 11:18:53,william.vanderburg503@example.com,William Van der Burg,Fugro,,https://linkedin.com/in/william-van-der-burg-503,,Detail-oriented professional with a background in Bèta & Techniek. Currently professional at Fugro.,V6A,Nederland,Twente,Eindhoven University of Technology,Bèta & Techniek,bezig met bachelors,Yes
2023-07-03 07:54:03,tim504@example.com,Tim Van Leeuwen,Microsoft,,https://linkedin.com/in/tim-van-leeuwen-504,,,V6A,Nederland,Amsterdam,Delft University of Technology,Computer Science,bezig met masters,No
2026-08-17 17:02:56,visser.n505@example.com,Naomi Visser,Freelance,SEO Specialist,https://linkedin.com/in/naomi-visser-505,,Results-oriented seo specialist with 0 years of experience in quantitative analysis. Based in Den Haag.,V6C,Frankrijk,Den Haag,Leiden University,Gezondheidszorg & Geneeskunde,bezig met masters,No
2026-08-29 09:35:41,anderson.d506@example.com,Daan Anderson,Deloitte,,https://linkedin.com/in/daan-anderson-506,,,V6C,Verenigde Staten,Den Haag,University of Twente,Talen & Cultuur,Afgestudeert vwo/havo,Yes
2026-01-27 07:05:20,daniels507@example.com,Daniel Smith,NN Group,Teacher,https://linkedin.com/in/daniel-smith-507,,Detail-oriented professional with a background in Computer Science. Currently teacher at NN Group.,V6C,Duitsland,Delft,Eindhoven University of Technology,Computer Science,bezig met masters,Yes
2026-05-30 04:32:29,fatima508@example.com,Fatima Brouwer,Booking.com,,,,Creative problem-solver working as professional at Booking.com. Graduated from Vrije University Amsterdam in 2026.,V6B,Engeland,Eindhoven,Vrije University Amsterdam,Economie & Business,Afgestudeert vwo/havo,No
2026-08-03 10:25:10,daan.martens509@example.com,Daan Martens,Randstad,Data Scientist,,,,V6B,Frankrijk,Eindhoven,Leiden University,Gezondheidszorg & Geneeskunde,Afgestudeert vwo/havo,No
2025-05-24 08:21:21,bramj510@example.com,Bram Janssen,ABN AMRO,,https://linkedin.com/in/bram-janssen-510,https://bramjanssen510.com,,V6A,Verenigde Staten,Den Haag,Vrije University Amsterdam,Economie & Business,Afgestudeert vwo/havo,No
2024-01-07 01:45:40,david511@example.com,David Hernandez,Stripe,,https://linkedin.com/in/david-hernandez-511,,,V6C,Nederland,Delft,Erasmus University Rotterdam,Computer Science,bezig met bachelors,Yes
2024-12-16 08:48:59,hanas512@example.com,Hana Smits,,Urban Planner,https://linkedin.com/in/hana-smits-512,,"Ambitious urban planner focused on optimizing business processes. Former student at Erasmus University Rotterdam, now making an impact at a leading organization.",V6B,Verenigde Staten,Twente,Erasmus University Rotterdam,Computer Science,bezig met masters,No
2024-06-25 17:07:57,vanderveen.l513@example.com,Levi Van der Veen,,Content Creator,https://linkedin.com/in/levi-van-der-veen-513,,Creative problem-solver working as content creator at a leading organization. Graduated from Erasmus University Rotterdam in 2024.,V6A,Engeland,Eindhoven,Erasmus University Rotterdam,Economie & Business,Afgestudeert vwo/havo,Yes
2026-01-04 15:34:43,clara.devries514@example.com,Clara De Vries,ING Groep,Data Scientist,,,Recent graduate from Delft University of Technology with a degree in Gezondheidszorg & Geneeskunde. Now working as data scientist at ING Groep.,V6A,Verenigde Staten,Den Haag,Delft University of Technology,Gezondheidszorg & Geneeskunde,Afgestudeert vwo/havo,Yes
2025-02-17 19:08:49,dejong.j515@example.com,Julia De Jong,,,,,,V6B,Verenigde Staten,Den Haag,Delft University of Technology,Bèta & Techniek,bezig met masters,No
2025-02-12 18:32:19,ava516@example.com,Ava Peters,Shopify,Policy Advisor,https://linkedin.com/in/ava-peters-516,,,V6A,Duitsland,Delft,Erasmus University Rotterdam,Computer Science,bezig met bachelors,Yes
2023-09-17 03:26:19,jesse.schouten517@example.com,Jesse Schouten,EY,Accountant,,,Innovative thinker and accountant with a track record in digital transformation. Alumni of Leiden University.,V6A,Engeland,Eindhoven,Leiden University,Bèta & Techniek,Afgestudeert vwo/havo,No
2026-11-02 01:49:12,luuk518@example.com,Luuk Brown,,,,https://luukbrown518.com,,V6A,Verenigde Staten,Den Haag,Leiden University,Rechten,bezig met bachelors,No
2024-08-01 08:12:46,clarav519@example.com,Clara Van der Laan,KPMG,Logistics Coordinator,https://linkedin.com/in/clara-van-der-laan-519,,Detail-oriented professional with a background in Gezondheidszorg & Geneeskunde. Currently logistics coordinator at KPMG.,V6B,Engeland,Eindhoven,University of Twente,Gezondheidszorg & Geneeskunde,Afgestudeert vwo/havo,Yes
2026-05-21 03:26:43,degroot.m520@example.com,Milou De Groot,Arcadis,,https://linkedin.com/in/milou-de-groot-520,https://miloudegroot520.com,,V6A,Duitsland,Eindhoven,Eindhoven University of Technology,Rechten,Afgestudeert vwo/havo,Yes
2026-09-15 09:15:09,hernandez.t521@example.com,Thomas Hernandez,Arcadis,Chemical Engineer,https://linkedin.com/in/thomas-hernandez-521,,"Ambitious chemical engineer focused on creating sustainable solutions. Former student at University of Twente, now making an impact at Arcadis.",V6A,Engeland,Amsterdam,University of Twente,Talen & Cultuur,bezig met bachelors,Yes
2026-06-22 10:08:03,dylan.vanderlinden522@example.com,Dylan Van der Linden,Philips,Investment Banker,https://linkedin.com/in/dylan-van-der-linden-522,,,V6C,Verenigde Staten,Eindhoven,University of Twente,Gezondheidszorg & Geneeskunde,bezig met bachelors,No
2024-03-01 21:29:16,zoe.meijer523@example.com,Zoe Meijer,DSM,Data Scientist,https://linkedin.com/in/zoe-meijer-523,,,V6B,Frankrijk,Delft,Vrije University Amsterdam,Bèta & Techniek,bezig met bachelors,Yes
2025-09-11 11:36:16,miller.m524@example.com,Mia Miller,,Paralegal,https://linkedin.com/in/mia-miller-524,https://miamiller524.com,,V6B,Verenigde Staten,Eindhoven,Vrije University Amsterdam,Economie & Business,bezig met masters,No
2023-01-05 06:18:47,thompson.r525@example.com,Roos Thompson,Deloitte,IT Support,https://linkedin.com/in/roos-thompson-525,,Alumni from Erasmus University Rotterdam specializing in Bèta & Techniek. Working as it support with a passion for developing innovative products.,V6A,Verenigde Staten,Delft,Erasmus University Rotterdam,Bèta & Techniek,Afgestudeert vwo/havo,Yes
2024-05-31 17:02:27,ayab526@example.com,Aya Bakker,Heineken,Business Development,https://linkedin.com/in/aya-bakker-526,,"Experienced business development dedicated to improving accessibility. Alumni of Leiden University, class of 2024.",V6B,Nederland,Delft,Leiden University,Talen & Cultuur,bezig met masters,Yes
2026-02-06 05:32:01,adam.jones527@example.com,Adam Jones,NN Group,Supply Chain Analyst,https://linkedin.com/in/adam-jones-527,,Driven professional with expertise in corporate strategy. Currently supply chain analyst at NN Group.,V6A,Duitsland,Den Haag,Erasmus University Rotterdam,Computer Science,bezig met bachelors,Yes
2026-08-09 03:53:56,gabriel528@example.com,Gabriel Verhoeven,KPMG,IT Support,https://linkedin.com/in/gabriel-verhoeven-528,,"Ambitious it support focused on creating sustainable solutions. Former student at Erasmus University Rotterdam, now making an impact at KPMG.",V6A,Engeland,Den Haag,Erasmus University Rotterdam,Bèta & Techniek,bezig met masters,Yes
2024-07-02 19:06:42,gabriel.vandermeer529@example.com,Gabriel Van der Meer,Snowflake,Social Media Manager,https://linkedin.com/in/gabriel-van-der-meer-529,,,V6B,Duitsland,Amsterdam,Delft University of Technology,Rechten,bezig met masters,No
2025-04-13 01:43:45,gonzalez.s530@example.com,Sofia Gonzalez,Sweco,,,https://sofiagonzalez530.com,,V6B,Frankrijk,Eindhoven,Leiden University,Gezondheidszorg & Geneeskunde,Afgestudeert vwo/havo,No
2025-07-27 19:38:25,adam.vanderheijden531@example.com,Adam Van der Heijden,Deloitte,Nurse,https://linkedin.com/in/adam-van-der-heijden-531,,"Ambitious nurse focused on optimizing business processes. Former student at University of Twente, now making an impact at Deloitte.",V6A,Engeland,Twente,University of Twente,Economie & Business,bezig met bachelors,No
2024-01-15 20:49:02,peters.c532@example.com,Clara Peters,,Security Engineer,https://linkedin.com/in/clara-peters-532,,"Ambitious security engineer focused on developing innovative products. Former student at University of Twente, now making an impact at a leading organization.",V6C,Engeland,Den Haag,University of Twente,Computer Science,bezig met bachelors,Yes
2024-09-03 21:02:06,ruben.gonzalez533@example.com,Ruben Gonzalez,,,https://linkedin.com/in/ruben-gonzalez-533,,,V6B,Engeland,Den Haag,Delft University of Technology,Rechten,Afgestudeert vwo/havo,No
2026-04-26 07:21:18,thomas534@example.com,Thomas Mulder,Witteveen+Bos,,https://linkedin.com/in/thomas-mulder-534,,,V6A,Duitsland,Den Haag,Delft University of Technology,Economie & Business,bezig met bachelors,No
2026-08-13 15:54:41,vandermark.r535@example.com,Ryan Van der Mark,Aegon,,https://linkedin.com/in/ryan-van-der-mark-535,,Results-oriented professional with 1 years of experience in software development. Based in Amsterdam.,V6C,Engeland,Amsterdam,Vrije University Amsterdam,Bèta & Techniek,Afgestudeert vwo/havo,Yes
2023-03-14 21:05:22,vanderlinden.h536@example.com,Hugo Van der Linden,,Compliance Officer,https://linkedin.com/in/hugo-van-der-linden-536,,,V6B,Verenigde Staten,Twente,University of Twente,Bèta & Techniek,Afgestudeert vwo/havo,Yes
2025-09-10 00:17:42,vandam.i537@example.com,Iris Van Dam,Ahold Delhaize,,,,Creative problem-solver working as professional at Ahold Delhaize. Graduated from Delft University of Technology in 2025.,V6A,Duitsland,Delft,Delft University of Technology,Gezondheidszorg & Geneeskunde,bezig met bachelors,Yes
2025-09-30 15:58:39,iris538@example.com,Iris Mol,DSM,Operations Manager,https://linkedin.com/in/iris-mol-538,,,V6C,Engeland,Twente,Leiden University,Computer Science,bezig met masters,No
2023-10-29 17:02:55,mia.white539@example.com,Mia White,Stripe,,,https://miawhite539.com,Creative problem-solver working as professional at Stripe. Graduated from Delft University of Technology in 2023.,V6B,Frankrijk,Eindhoven,Delft University of Technology,Computer Science,bezig met bachelors,No
2026-06-10 23:56:53,vanloon.s540@example.com,Sofia Van Loon,Uber,Operations Manager,,,,V6B,Duitsland,Delft,Eindhoven University of Technology,Computer Science,Afgestudeert vwo/havo,Yes
2026-11-08 04:57:08,sophie541@example.com,Sophie Kok,,Postdoc Researcher,https://linkedin.com/in/sophie-kok-541,,Creative problem-solver working as postdoc researcher at a leading organization. Graduated from Vrije University Amsterdam in 2026.,V6C,Engeland,Den Haag,Vrije University Amsterdam,Talen & Cultuur,Afgestudeert vwo/havo,No
2026-03-03 18:28:58,hendriks.c542@example.com,Clara Hendriks,,Portfolio Manager,https://linkedin.com/in/clara-hendriks-542,,Driven professional with expertise in machine learning. Currently portfolio manager at a leading organization.,V6A,Frankrijk,Amsterdam,University of Twente,Bèta & Techniek,bezig met bachelors,No
2023-12-15 17:07:14,elind543@example.com,Elin De Vries,,,https://linkedin.com/in/elin-de-vries-543,,,V6C,Verenigde Staten,Twente,University of Twente,Computer Science,bezig met bachelors,Yes
2023-04-20 16:44:46,samr544@example.com,Sam Rodriguez,Netflix,,,,,V6A,Nederland,Eindhoven,Delft University of Technology,Economie & Business,bezig met bachelors,Yes
2025-05-26 17:37:27,liv.bos545@example.com,Liv Bos,Apple,,https://linkedin.com/in/liv-bos-545,https://livbos545.com,,V6A,Engeland,Amsterdam,Eindhoven University of Technology,Computer Science,Afgestudeert vwo/havo,Yes
2026-03-16 21:26:53,timd546@example.com,Tim De Vries,Unilever,Network Engineer,,,Detail-oriented professional with a background in Rechten. Currently network engineer at Unilever.,V6C,Frankrijk,Eindhoven,Delft University of Technology,Rechten,bezig met masters,No
2026-09-11 04:22:37,emily.vanderwal547@example.com,Emily Van der Wal,,Chemical Engineer,https://linkedin.com/in/emily-van-der-wal-547,,,V6A,Duitsland,Delft,Eindhoven University of Technology,Rechten,Afgestudeert vwo/havo,No
2023-03-21 22:29:29,brown.e548@example.com,Elena Brown,Airbnb,,https://linkedin.com/in/elena-brown-548,,"Ambitious professional focused on improving accessibility. Former student at Delft University of Technology, now making an impact at Airbnb.",V6C,Duitsland,Twente,Delft University of Technology,Bèta & Techniek,bezig met masters,No
2024-11-17 01:16:33,boaz549@example.com,Boaz Willems,Spotify,Junior Analyst,https://linkedin.com/in/boaz-willems-549,,Detail-oriented professional with a background in Bèta & Techniek. Currently junior analyst at Spotify.,V6A,Engeland,Den Haag,Delft University of Technology,Bèta & Techniek,bezig met bachelors,No
2026-03-25 00:30:12,luca550@example.com,Luca Martens,AkzoNobel,Financial Analyst,https://linkedin.com/in/luca-martens-550,,,V6A,Duitsland,Amsterdam,Delft University of Technology,Gezondheidszorg & Geneeskunde,bezig met masters,Yes
2024-05-04 07:44:52,miloum551@example.com,Milou Maas,Deloitte,,,,,V6C,Nederland,Eindhoven,University of Twente,Talen & Cultuur,bezig met masters,No
2025-11-29 11:27:32,brown.f552@example.com,Finn Brown,Brekke,Electrical Engineer,https://linkedin.com/in/finn-brown-552,,Passionate electrical engineer with a strong background in sustainable engineering. Currently working at Brekke where I focus on creating sustainable solutions.,V6C,Engeland,Den Haag,Vrije University Amsterdam,Economie & Business,bezig met bachelors,Yes
2025-01-19 06:45:00,yara.bakker553@example.com,Yara Bakker,ING Groep,Project Manager,,,,V6B,Duitsland,Delft,Leiden University,Talen & Cultuur,Afgestudeert vwo/havo,No
2023-05-06 09:15:51,vanderzwan.f554@example.com,Fatima Van der Zwan,,,https://linkedin.com/in/fatima-van-der-zwan-554,,,V6C,Nederland,Amsterdam,Erasmus University Rotterdam,Economie & Business,Afgestudeert vwo/havo,Yes
2024-08-25 23:14:59,mia555@example.com,Mia Van der Veen,,Software Engineer,,,Creative problem-solver working as software engineer at a leading organization. Graduated from Delft University of Technology in 2024.,V6B,Nederland,Amsterdam,Delft University of Technology,Gezondheidszorg & Geneeskunde,Afgestudeert vwo/havo,No
2025-04-19 22:50:14,anderson.e556@example.com,Ella Anderson,Antea Group,,,,,V6B,Engeland,Amsterdam,Vrije University Amsterdam,Bèta & Techniek,Afgestudeert vwo/havo,No
2022-03-25 22:31:42,claraj557@example.com,Clara Johnson,Royal HaskoningDHV,,https://linkedin.com/in/clara-johnson-557,,Creative problem-solver working as professional at Royal HaskoningDHV. Graduated from Delft University of Technology in 2022.,V6A,Verenigde Staten,Amsterdam,Delft University of Technology,Talen & Cultuur,Afgestudeert vwo/havo,Yes
2026-03-14 23:51:12,noa558@example.com,Noa Van Wijk,,Claims Handler,,,,V6A,Verenigde Staten,Den Haag,Leiden University,Talen & Cultuur,bezig met bachelors,Yes
2022-09-15 01:13:12,sven559@example.com,Sven Van Dam,,Research Scientist,https://linkedin.com/in/sven-van-dam-559,,Results-oriented research scientist with 5 years of experience in cloud computing. Based in Den Haag.,V6C,Nederland,Den Haag,Delft University of Technology,Talen & Cultuur,Afgestudeert vwo/havo,No
2023-03-10 14:27:06,lisav560@example.com,Lisa Van der Zee,Scale-up,Security Engineer,https://linkedin.com/in/lisa-van-der-zee-560,,Detail-oriented professional with a background in Talen & Cultuur. Currently security engineer at Scale-up.,V6A,Nederland,Twente,University of Twente,Talen & Cultuur,Afgestudeert vwo/havo,No
2024-02-09 08:13:27,charlottes561@example.com,Charlotte Smit,,Marketing Manager,,,,V6A,Nederland,Eindhoven,Delft University of Technology,Gezondheidszorg & Geneeskunde,Afgestudeert vwo/havo,No
2026-11-28 02:28:18,willems.o562@example.com,Omar Willems,Ahold Delhaize,Content Creator,,,Driven professional with expertise in urban planning. Currently content creator at Ahold Delhaize.,V6A,Nederland,Den Haag,Vrije University Amsterdam,Computer Science,bezig met masters,No
2025-07-04 00:25:01,nora563@example.com,Nora Martens,,Data Scientist,,,"Ambitious data scientist focused on advancing medical technology. Former student at Delft University of Technology, now making an impact at a leading organization.",V6A,Verenigde Staten,Delft,Delft University of Technology,Rechten,bezig met masters,Yes
2026-04-10 22:34:41,ava564@example.com,Ava Van den Berg,,Doctor,,,Alumni from Eindhoven University of Technology specializing in Talen & Cultuur. Working as doctor with a passion for building scalable systems.,V6A,Duitsland,Delft,Eindhoven University of Technology,Talen & Cultuur,bezig met masters,No
2023-06-09 08:26:59,lisa565@example.com,Lisa Van der Velden,,,,,,V6C,Engeland,Amsterdam,Leiden University,Computer Science,bezig met masters,Yes
2026-06-01 20:37:42,vanderheijden.s566@example.com,Sophie Van der Heijden,Siemens,Supply Chain Analyst,https://linkedin.com/in/sophie-van-der-heijden-566,,Alumni from Vrije University Amsterdam specializing in Rechten. Working as supply chain analyst with a passion for improving user experience.,V6C,Frankrijk,Twente,Vrije University Amsterdam,Rechten,bezig met bachelors,No
2025-02-28 08:13:26,casper567@example.com,Casper Miller,,Claims Handler,https://linkedin.com/in/casper-miller-567,,Alumni from Delft University of Technology specializing in Talen & Cultuur. Working as claims handler with a passion for bridging technology and society.,V6B,Duitsland,Amsterdam,Delft University of Technology,Talen & Cultuur,bezig met masters,Yes
2023-12-08 06:17:00,jesse568@example.com,Jesse Mulder,Heineken,PhD Candidate,https://linkedin.com/in/jesse-mulder-568,,,V6A,Engeland,Delft,University of Twente,Economie & Business,Afgestudeert vwo/havo,No
2026-04-07 14:19:03,jensl569@example.com,Jens Lopez,,,https://linkedin.com/in/jens-lopez-569,,,V6B,Frankrijk,Amsterdam,Leiden University,Rechten,Afgestudeert vwo/havo,No
2024-04-25 11:21:18,benjamin570@example.com,Benjamin De Wit,DSM,Cloud Architect,,https://benjamindewit570.com,,V6A,Duitsland,Den Haag,Eindhoven University of Technology,Bèta & Techniek,Afgestudeert vwo/havo,No
2022-08-06 01:24:37,jayden.vanderzee571@example.com,Jayden Van der Zee,Palantir,Co-Founder,,,,V6B,Duitsland,Twente,Eindhoven University of Technology,Talen & Cultuur,bezig met bachelors,No
2026-06-02 11:51:00,gabriel.vandermark572@example.com,Gabriel Van der Mark,,SEO Specialist,,,,V6B,Verenigde Staten,Eindhoven,Vrije University Amsterdam,Bèta & Techniek,bezig met bachelors,Yes
2025-09-26 04:47:32,jansen.z573@example.com,Zainab Jansen,,,https://linkedin.com/in/zainab-jansen-573,https://zainabjansen573.com,,V6A,Duitsland,Amsterdam,Leiden University,Bèta & Techniek,Afgestudeert vwo/havo,No
2026-08-31 04:58:08,mila.dekker574@example.com,Mila Dekker,,Founder,https://linkedin.com/in/mila-dekker-574,,Recent graduate from University of Twente with a degree in Gezondheidszorg & Geneeskunde. Now working as founder at a leading organization.,V6C,Verenigde Staten,Delft,University of Twente,Gezondheidszorg & Geneeskunde,bezig met masters,Yes
2026-09-22 14:22:00,naomi.dekker575@example.com,Naomi Dekker,Deloitte,Co-Founder,https://linkedin.com/in/naomi-dekker-575,https://naomidekker575.com,,V6A,Duitsland,Twente,Eindhoven University of Technology,Rechten,Afgestudeert vwo/havo,No
2026-07-11 10:45:31,ali.jackson576@example.com,Ali Jackson,ING Groep,Editor,https://linkedin.com/in/ali-jackson-576,,,V6C,Verenigde Staten,Twente,Eindhoven University of Technology,Gezondheidszorg & Geneeskunde,bezig met bachelors,Yes
2025-12-13 21:25:22,hoekstra.f577@example.com,Fleur Hoekstra,Deloitte,Trader,https://linkedin.com/in/fleur-hoekstra-577,,"Ambitious trader focused on creating sustainable solutions. Former student at Delft University of Technology, now making an impact at Deloitte.",V6A,Frankrijk,Twente,Delft University of Technology,Bèta & Techniek,bezig met bachelors,Yes
2024-10-06 07:30:53,tessa578@example.com,Tessa Van der Zwan,Aegon,Co-Founder,https://linkedin.com/in/tessa-van-der-zwan-578,,"Ambitious co-founder focused on empowering teams. Former student at Delft University of Technology, now making an impact at Aegon.",V6C,Engeland,Eindhoven,Delft University of Technology,Rechten,bezig met masters,Yes
2025-11-19 07:06:02,mulder.k579@example.com,Kevin Mulder,Datadog,Physical Therapist,https://linkedin.com/in/kevin-mulder-579,,,V6C,Frankrijk,Delft,Erasmus University Rotterdam,Computer Science,bezig met bachelors,No
2026-01-25 01:11:53,avav580@example.com,Ava Van Dijk,Deloitte,Account Manager,https://linkedin.com/in/ava-van-dijk-580,,Recent graduate from Erasmus University Rotterdam with a degree in Computer Science. Now working as account manager at Deloitte.,V6C,Verenigde Staten,Amsterdam,Erasmus University Rotterdam,Computer Science,bezig met bachelors,No
2025-03-29 13:46:48,lina.vandriel581@example.com,Lina Van Driel,,Underwriter,https://linkedin.com/in/lina-van-driel-581,,,V6C,Frankrijk,Den Haag,Erasmus University Rotterdam,Gezondheidszorg & Geneeskunde,bezig met bachelors,No
2023-10-11 11:52:47,maxv582@example.com,Max Van der Zee,Shell,Project Manager,https://linkedin.com/in/max-van-der-zee-582,,,V6A,Duitsland,Twente,Vrije University Amsterdam,Bèta & Techniek,Afgestudeert vwo/havo,No
2023-03-31 13:06:03,lara583@example.com,Lara Smith,Rabobank,,https://linkedin.com/in/lara-smith-583,,,V6A,Frankrijk,Amsterdam,Erasmus University Rotterdam,Bèta & Techniek,bezig met bachelors,Yes
2026-12-28 21:05:23,iris.verbeek584@example.com,Iris Verbeek,Royal HaskoningDHV,,https://linkedin.com/in/iris-verbeek-584,,Alumni from Delft University of Technology specializing in Bèta & Techniek. Working as professional with a passion for improving user experience.,V6A,Verenigde Staten,Delft,Delft University of Technology,Bèta & Techniek,bezig met masters,Yes
2025-10-13 00:11:20,vanleeuwen.i585@example.com,Iris Van Leeuwen,,,,https://irisvanleeuwen585.com,,V6B,Duitsland,Den Haag,Leiden University,Economie & Business,Afgestudeert vwo/havo,Yes
2023-07-12 20:37:00,ethanm586@example.com,Ethan Meijer,Unilever,Financial Analyst,,,,V6C,Nederland,Eindhoven,Eindhoven University of Technology,Rechten,bezig met bachelors,Yes
2025-06-16 21:16:05,tim.postma587@example.com,Tim Postma,,Professor,https://linkedin.com/in/tim-postma-587,,Detail-oriented professional with a background in Economie & Business. Currently professor at a leading organization.,V6C,Nederland,Eindhoven,Eindhoven University of Technology,Economie & Business,bezig met bachelors,No
